洋泾花园城,本月均价：69556元/平米,所在板块：浦东 洋泾,总户数：980户,绿化率：40%（绿化率高）,停车位：590,物业类型：公寓,竣工时间：1998年,洋泾花园城  [浦东-洋泾- 苗圃路112弄],
香溢花城(一期),本月均价：76894元/平米,所在板块：普陀 光新,总户数：600户,绿化率：45%（绿化率高）,停车位：5户1车位,物业类型：公寓,竣工时间：2007年,香溢花城(一期)  [普陀-光新- 石泉东路168弄],
冠生园东方佳苑,本月均价：64324元/平米,所在板块：浦东 南码头,总户数：578户,绿化率：40%（绿化率高）,停车位：460,物业类型：公寓,竣工时间：2001年,冠生园东方佳苑  [浦东-南码头- 东方路2993弄1-36号],
乾皓苑,本月均价：38580元/平米,所在板块：宝山 上大,总户数：暂无数据,绿化率：0%（绿化率适中）,停车位：暂无数据,物业类型：公寓,竣工时间：2017年,乾皓苑  [宝山-上大- 丰皓路138弄],
绿洲仕格维花园公寓,本月均价：93056元/平米,所在板块：黄浦 打浦桥,总户数：暂无数据,绿化率：35%（绿化率高）,停车位：暂无数据,物业类型：公寓,竣工时间：2005年,绿洲仕格维花园公寓  [黄浦-打浦桥- 打浦路25号,打浦路29号,打浦路35号],
平盛苑,本月均价：62651元/平米,所在板块：杨浦 东外滩,总户数：135户,绿化率：38%（绿化率高）,停车位：50,物业类型：公寓,竣工时间：2004年,平盛苑  [杨浦-东外滩- 江浦路821弄],
东唐苑北区,本月均价：41176元/平米,所在板块：浦东 唐镇,总户数：暂无数据,绿化率：35%（绿化率高）,停车位：暂无数据,物业类型：公寓,竣工时间：2002年,东唐苑北区  [浦东-唐镇- 唐镇路321弄,唐镇路379弄,唐镇路341弄,唐镇路275弄],
虹桥正荣府,本月均价：53191元/平米,所在板块：青浦 徐泾,总户数：暂无数据,绿化率：36%（绿化率高）,停车位：暂无数据,物业类型：公寓,竣工时间：2016年,虹桥正荣府  [青浦-徐泾- 徐和路165弄,联民路100弄],
瑞达新苑,本月均价：78358元/平米,所在板块：浦东 世纪公园,总户数：300户,绿化率：43%（绿化率高）,停车位：72,物业类型：公寓,竣工时间：2005年,瑞达新苑  [浦东-世纪公园- 樱花路515弄],
康馨家园,本月均价：75474元/平米,所在板块：徐汇 康健,总户数：386户,绿化率：35%（绿化率高）,停车位：180,物业类型：公寓,竣工时间：1991年,康馨家园  [徐汇-康健- 柳州路128弄],
崂山六村,本月均价：72972元/平米,所在板块：浦东 陆家嘴,总户数：暂无数据,绿化率：0%（绿化率适中）,停车位：暂无数据,物业类型：公寓,竣工时间：1995年,崂山六村  [浦东-陆家嘴- 浦东大道290弄,崂山东路80弄],
桃林小区,本月均价：92294元/平米,所在板块：浦东 源深,总户数：暂无数据,绿化率：0%（绿化率适中）,停车位：暂无数据,物业类型：公寓,竣工时间：1999年,桃林小区  [浦东-源深- 民生路818弄,灵山路701弄],
康泰新城,本月均价：50568元/平米,所在板块：宝山 大华,总户数：暂无数据,绿化率：41%（绿化率高）,停车位：暂无数据,物业类型：公寓,竣工时间：2003年,康泰新城  [宝山-大华- 华灵路1895弄,华灵路1885弄,真金路1039弄],
东渡园景别墅,本月均价：42500元/平米,所在板块：普陀 桃浦,总户数：48户,绿化率：40%（绿化率高）,停车位：168,物业类型：别墅,竣工时间：1995年,东渡园景别墅  [普陀-桃浦- 真南路3527弄],
金桥花园,本月均价：76539元/平米,所在板块：长宁 中山公园,总户数：120户,绿化率：40%（绿化率高）,停车位：35,物业类型：公寓,竣工时间：1997年,金桥花园  [长宁-中山公园- 延安西路610弄48号],
正旺苑,本月均价：51367元/平米,所在板块：浦东 金桥,总户数：1300户,绿化率：40%（绿化率高）,停车位：243个,地上车位,物业类型：公寓,竣工时间：2004年,正旺苑  [浦东-金桥- 凌河路618弄],
延吉七村,本月均价：56184元/平米,所在板块：杨浦 黄兴公园,总户数：暂无数据,绿化率：38%（绿化率高）,停车位：150,物业类型：公寓,竣工时间：1987年,延吉七村  [杨浦-黄兴公园- 营口路113弄],
时运苑,本月均价：49250元/平米,所在板块：杨浦 长白新村,总户数：690户,绿化率：30%（绿化率高）,停车位：110,物业类型：公寓,竣工时间：2000年,时运苑  [杨浦-长白新村- 军工路400弄],
绿地御桥苑,本月均价：57120元/平米,所在板块：浦东 御桥,总户数：450户,绿化率：30%（绿化率高）,停车位：350,物业类型：公寓,竣工时间：2002年,绿地御桥苑  [浦东-御桥- 御山路390弄],
乐业一村,本月均价：33928元/平米,所在板块：宝山 月浦,总户数：暂无数据,绿化率：25%（绿化率适中）,停车位：暂无数据,物业类型：公寓,竣工时间：1995年,乐业一村  [宝山-月浦- 春雷路331弄,春雷路431弄1-57号],
明日星城,本月均价：85650元/平米,所在板块：黄浦 董家渡,总户数：1550户,绿化率：41%（绿化率高）,停车位：600,物业类型：公寓,竣工时间：2011年,明日星城  [黄浦-董家渡- 中华路868弄],
林绿家园,本月均价：68241元/平米,所在板块：杨浦 五角场,总户数：200户,绿化率：30%（绿化率高）,停车位：150,物业类型：公寓,竣工时间：2007年,林绿家园  [杨浦-五角场- 四平路1950弄],
伟业金锦苑二村,本月均价：53846元/平米,所在板块：浦东 金桥,总户数：580户,绿化率：45%（绿化率高）,停车位：235,物业类型：公寓,竣工时间：2003年,伟业金锦苑二村  [浦东-金桥- 莱阳路880弄],
南国花园,本月均价：43536元/平米,所在板块：闵行 七宝,总户数：362户,绿化率：38%（绿化率高）,停车位：120,物业类型：公寓,竣工时间：1996年,南国花园  [闵行-七宝- 七莘路3198弄1-40号],
廊下新村,本月均价：12116元/平米,所在板块：金山 廊下,总户数：暂无数据,绿化率：0%（绿化率适中）,停车位：暂无数据,物业类型：公寓,竣工时间：1996年,廊下新村  [金山-廊下- 廊下新村],
复旦书馨公寓,本月均价：65919元/平米,所在板块：杨浦 五角场,总户数：400户,绿化率：38%（绿化率高）,停车位：400个,物业类型：公寓,竣工时间：2003年,复旦书馨公寓  [杨浦-五角场- 国权后路15弄],
新凯家园(二期),本月均价：35117元/平米,所在板块：松江 泗泾,总户数：暂无数据,绿化率：0%（绿化率适中）,停车位：暂无数据,物业类型：公寓,竣工时间：2009年,新凯家园(二期)  [松江-泗泾- 新家园路30弄,新家园路128弄],
汇成宾阳苑,本月均价：72720元/平米,所在板块：徐汇 龙华,总户数：98户,绿化率：35%（绿化率高）,停车位：50,物业类型：公寓,竣工时间：2004年,汇成宾阳苑  [徐汇-龙华- 宾阳路9弄10-18号],
天都华庭,本月均价：16256元/平米,所在板块：金山 亭林,总户数：暂无数据,绿化率：0%（绿化率适中）,停车位：暂无数据,物业类型：公寓,竣工时间：暂无数据,天都华庭  [金山-亭林- 亭升路616弄],
古城新苑,本月均价：17752元/平米,所在板块：金山 山阳,总户数：暂无数据,绿化率：0%（绿化率适中）,停车位：暂无数据,物业类型：公寓,竣工时间：2015年,古城新苑  [金山-山阳- 龙皓路1738弄],
贤邻别墅,本月均价：51821元/平米,所在板块：虹口 北外滩,总户数：暂无数据,绿化率：30%（绿化率高）,停车位：暂无数据,物业类型：别墅,竣工时间：暂无数据,贤邻别墅  [虹口-北外滩- 霍山路66弄],
华侨城苏河湾(别墅),本月均价：233525元/平米,所在板块：静安 大悦城,总户数：暂无数据,绿化率：30%（绿化率高）,停车位：暂无数据,物业类型：别墅,竣工时间：2015年,华侨城苏河湾(别墅)  [静安-大悦城- 山西北路28弄],
上南九村,本月均价：52446元/平米,所在板块：浦东 世博,总户数：暂无数据,绿化率：0%（绿化率适中）,停车位：暂无数据,物业类型：公寓,竣工时间：1995年,上南九村  [浦东-世博- 上南路1551弄,成山路248弄,成山路226弄],
图情小区,本月均价：53296元/平米,所在板块：徐汇 徐汇滨江,总户数：暂无数据,绿化率：30%（绿化率高）,停车位：暂无数据,物业类型：公寓,竣工时间：暂无数据,图情小区  [徐汇-徐汇滨江- 喜泰支路15弄1-9号],
怡东花园(公寓),本月均价：79701元/平米,所在板块：浦东 塘桥,总户数：暂无数据,绿化率：45%（绿化率高）,停车位：暂无数据,物业类型：公寓,竣工时间：2000年,怡东花园(公寓)  [浦东-塘桥- 环龙路259弄],
新高苑佳园,本月均价：47145元/平米,所在板块：浦东 高行,总户数：暂无数据,绿化率：35%（绿化率高）,停车位：暂无数据,物业类型：公寓,竣工时间：2010年,新高苑佳园  [浦东-高行- 高宝路68弄],
东外滩17公馆,本月均价：68333元/平米,所在板块：杨浦 杨浦大桥,总户数：暂无数据,绿化率：20%（绿化率适中）,停车位：暂无数据,物业类型：公寓,竣工时间：2017年,东外滩17公馆  [杨浦-杨浦大桥- 内江路2-4号],
新城香溢璟庭(一期),本月均价：42445元/平米,所在板块：嘉定 嘉定新城,总户数：暂无数据,绿化率：30%（绿化率高）,停车位：暂无数据,物业类型：公寓,竣工时间：2015年,新城香溢璟庭(一期)  [嘉定-嘉定新城- 依玛路389弄],
馨汇佳苑,本月均价：33098元/平米,所在板块：浦东 川沙,总户数：暂无数据,绿化率：0%（绿化率适中）,停车位：暂无数据,物业类型：公寓,竣工时间：暂无数据,馨汇佳苑  [浦东-川沙- 川周公路8288弄],
汇锦城(二期),本月均价：33083元/平米,所在板块：浦东 新场,总户数：暂无数据,绿化率：36%（绿化率高）,停车位：暂无数据,物业类型：公寓,竣工时间：2012年,汇锦城(二期)  [浦东-新场- 新环西路1000弄],
东陆新村二街坊,本月均价：48529元/平米,所在板块：浦东 金桥,总户数：暂无数据,绿化率：0%（绿化率适中）,停车位：暂无数据,物业类型：公寓,竣工时间：1995年,东陆新村二街坊  [浦东-金桥- 凌河路420弄,凌河路354弄],
中鹰黑森林(中环凯旋宫),本月均价：98361元/平米,所在板块：普陀 万里,总户数：暂无数据,绿化率：37%（绿化率高）,停车位：暂无数据,物业类型：公寓,竣工时间：2013年,中鹰黑森林(中环凯旋宫)  [普陀-万里- 新村路1717弄],
上海晶城晶欣坊,本月均价：57978元/平米,所在板块：闵行 梅陇,总户数：暂无数据,绿化率：35%（绿化率高）,停车位：200,物业类型：公寓,竣工时间：2015年,上海晶城晶欣坊  [闵行-梅陇- 老沪闵路1111弄],
佳兆业城市广场(西区),本月均价：23858元/平米,所在板块：嘉定 曹王,总户数：暂无数据,绿化率：35%（绿化率高）,停车位：暂无数据,物业类型：公寓,竣工时间：2012年,佳兆业城市广场(西区)  [嘉定-曹王- 顺宁路501弄],
中粮南桥半岛(东区),本月均价：37647元/平米,所在板块：奉贤 南桥,总户数：暂无数据,绿化率：0%（绿化率适中）,停车位：暂无数据,物业类型：公寓,竣工时间：暂无数据,中粮南桥半岛(东区)  [奉贤-南桥- 德政路299弄],
依水园(二期),本月均价：41041元/平米,所在板块：浦东 三林南,总户数：暂无数据,绿化率：0%（绿化率适中）,停车位：暂无数据,物业类型：公寓,竣工时间：暂无数据,依水园(二期)  [浦东-三林南- 林展路422弄],
金沙雅苑滨湖世家,本月均价：68943元/平米,所在板块：普陀 长征,总户数：暂无数据,绿化率：40%（绿化率高）,停车位：暂无数据,物业类型：公寓,竣工时间：2004年,金沙雅苑滨湖世家  [普陀-长征- 清峪路368弄],
高境苑,本月均价：40367元/平米,所在板块：宝山 高境,总户数：暂无数据,绿化率：40%（绿化率高）,停车位：100,物业类型：公寓,竣工时间：2002年,高境苑  [宝山-高境- 殷高西路199号],
